NM_MUNICIPIO,NR_TURNO,NR_SECAO,NM_LOCAL_VOTACAO,NR_LATITUDE,NR_LONGITUDE
DRACENA,1,59,FACULDADE REGES,-21.5033029,-51.542601
PRESIDENTE PRUDENTE,1,345,E. M. DEP. CARLOS CASTILHO CABRAL,-22.0992138,-51.3932933
MARÍLIA,1,430,EMEF PROFA. SOFIA TEIXEIRA BARBOSA,-22.1639039,-50.0155938
PRESIDENTE PRUDENTE,1,88,E. M. CEL. JOSÉ SOARES MARCONDES,-22.1196413,-51.3838301
PRESIDENTE PRUDENTE,1,208,E. E. DR. MARREY JUNIOR,-22.1068185,-51.3966115
PRESIDENTE PRUDENTE,1,137,E. E. PROFº HUGO MIELE,-22.1120854,-51.3923448
MARÍLIA,1,103, E.E. PROFª MARIA CECÍLIA FERRAZ DE FREITAS ,-22.2458311,-49.927021
MARÍLIA,1,166, E.E. PROFª WANDA HELENA TOPPAN NOGUEIRA,-22.1886052,-49.9290144
MARÍLIA,1,282,EMEF. PROFª NICÁCIA GARCIA GIL,-22.246563,-49.9168576
PRESIDENTE PRUDENTE,1,1,E.M.  PROFª.  FRANCISCA ALMEIDA GOES BRANDÃO,-22.1334779,-51.4007175
DRACENA,1,42,EMEFI PROF SERGIO LIBERATTI,-21.5937486,-51.5878479
LUCÉLIA,1,36,EMEF.  PROFA SOLEDADE DOMINGUES IGLESIA,-1.0,-1.0
LUCÉLIA,1,21,EMEF PROFA MARIA DO CARMO DE MENEZES MENDONCA,-1.0,-1.0
MARÍLIA,1,46,EE PROF. BALTAZAR DE GODOY MOREIRA,-22.2015503,-49.9591456
MARÍLIA,1,130,EE. VEREADOR SEBASTIÃO MÔNACO,-22.2218538,-49.9710231
OSVALDO CRUZ,1,125,EE PROFA MARIA APARECIDA LOPES,-21.7974634,-50.8955461
PRESIDENTE PRUDENTE,1,192,E.M. ANTÔNIO ZACARIAS,-22.1236937,-51.4236348
PRESIDENTE PRUDENTE,1,253,E.M. PADRE EMÍLIO BECKER,-22.1279469,-51.3782482
PRESIDENTE PRUDENTE,1,16,E.E. FLORIVALDO LEAL,-22.1292137,-51.3941376
RANCHARIA,1,75,UEI NORIVAL SCHWARTZ,-22.2359551,-50.8937667
RANCHARIA,1,87,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS,-22.2279013,-50.8937046
PRESIDENTE PRUDENTE,1,403,E.M. PROFª ELIANE TADIOTTO DE ARAUJO,-22.0792295,-51.3816971
MARÍLIA,1,207, E.E. PROFª WANDA HELENA TOPPAN NOGUEIRA,-22.1886052,-49.9290144
MARÍLIA,1,213,EMEF. PROFº OLÍMPIO CRUZ,-22.1549922,-49.9651432
ADAMANTINA,1,18,EE. HELEN KELLER,-21.6924798,-51.069082
TUPÃ,1,117,EE. LUIZ DE SOUZA LEÃO,-21.932653,-50.5022959
PRESIDENTE PRUDENTE,1,245,COLÉGIO ANGLO PRUDENTINO,-22.1300136,-51.4088415
RANCHARIA,1,34,EM. DONA MILOCA,-22.2309771,-50.8993541
DRACENA,1,74,FACULDADE REGES,-21.5033029,-51.542601
MARÍLIA,1,106,EMEF. PROFº ANTONIO RIBEIRO,-22.24905143,-49.92630542
ADAMANTINA,1,102,EMEF. NAVARRO DE ANDRADE,-21.6891015,-51.0798656
MARÍLIA,1,31,E.E. PROFº BENITO MARTINELLI,-22.1519235,-49.961232
MARÍLIA,1,323,UNESP - UNIVERSIDADE ESTADUAL PAULISTA,-22.2330781,-49.9675271
MARÍLIA,1,223,ESCOLA TÉCNICA INDUST. ANTÔNIO DEVISATE,-22.2080341,-49.9536804
MARÍLIA,1,189,EE. VEREADOR SEBASTIÃO MÔNACO,-22.2218538,-49.9710231
MARÍLIA,1,219,E.E. PROF NELSON CABRINI,-22.2392815,-49.9175064
OSVALDO CRUZ,1,66,EE DOM BOSCO,-21.7964924,-50.8799394
MARÍLIA,1,95,EE JOSÉ ALFREDO DE ALMEIDA,-22.2421679,-49.9311115
PRESIDENTE PRUDENTE,1,85,E.E. PROF. JOEL ANTÔNIO DE LIMA GENÉSIO,-22.1142667,-51.4263585
PRESIDENTE PRUDENTE,1,233,E. E. PROFº ARLINDO FANTINI,-22.1093764,-51.4110335
MARÍLIA,1,309,EMEF  PROF. ANTÔNIO GARCIA EGEA - DISTR. AMADEU AMARAL,-22.3478628,-50.0470247
PARAPUÃ,1,36,EE DE PARAPUA,-21.778316,-50.7940589
MARÍLIA,1,77,E.E. PROF AMILCARE MATTEI,-22.2103362,-49.9373812
PRESIDENTE PRUDENTE,1,287,E.M. MARIA ISABEL BARBOSA NEGRÃO,-22.1436283,-51.4517633
PARAPUÃ,1,43,EMEF PROFESSORA ZIZI PEREIRA DE SOUZA,-21.782315,-50.7888623
PRESIDENTE PRUDENTE,1,74,E.E. PROFª. MIRELLA PESCE DESIDERE,-22.1100781,-51.429227
PRESIDENTE PRUDENTE,1,150,E.M.  PROFª.  FRANCISCA ALMEIDA GOES BRANDÃO,-22.1334779,-51.4007175
RANCHARIA,1,76,UEI NORIVAL SCHWARTZ,-22.2359551,-50.8937667
PRESIDENTE PRUDENTE,1,3,E.M.  PROFª.  FRANCISCA ALMEIDA GOES BRANDÃO,-22.1334779,-51.4007175
MARÍLIA,1,4,EE ABEL AUGUSTO FRAGATA,-22.2231821,-49.9606052
MARÍLIA,1,315,EE. NASIB CURY,-22.2496488,-49.9439296
OSVALDO CRUZ,1,16,ETEC AMIM JUNDI,-21.7914906,-50.8765847
MARÍLIA,1,286,EMEI. PROFª LEDA APPARECIDA MARTINS CASADEI ,-22.1782177,-49.9642349
MARÍLIA,1,256,EMEI. PROFª LEDA APPARECIDA MARTINS CASADEI ,-22.1782177,-49.9642349
MARÍLIA,1,169,COLÉGIO CRISTO REI,-22.2077714,-49.9403623
TUPÃ,1,105,EE. LUIZ DE SOUZA LEÃO,-21.932653,-50.5022959
MARÍLIA,1,253,EE. PROFA. NEUZA MARIA MARANA FEIJÃO - DISTR. LÁCIO,-22.2223439,-49.8887664
MARÍLIA,1,316,EMEF PROF. ANTÔNIO MORAL,-22.2609965,-49.9285282
TUPÃ,1,149,EE. MAESTRO NELSON DE CASTRO,-21.9428371,-50.5225869
MARÍLIA,1,145,EMEF. PROFº ANTONIO RIBEIRO,-22.24905143,-49.92630542
MARÍLIA,1,220,EMEI. CIRANDA CIRANDINHA,-22.1893749,-49.9568886
PRESIDENTE PRUDENTE,1,249,E. M. DOMINGOS FERREIRA DE MEDEIROS,-22.1051268,-51.3880732
PRESIDENTE PRUDENTE,1,94,E. M. PROFª CATARINA MARTINS ARTERO,-22.1098776,-51.3813273
PRESIDENTE PRUDENTE,1,238,COLÉGIO CHAMPAGNAT,-22.1177263,-51.390203
PRESIDENTE PRUDENTE,1,275,E. M. PROFª JURACI MENESES PERALTA,-22.0868608,-51.3973765
PRESIDENTE PRUDENTE,1,279,E. M. CEL. JOSÉ SOARES MARCONDES,-22.1196413,-51.3838301
MARÍLIA,1,39,E.E. PROF ANTONIO DE BAPTISTA,-22.1891408,-49.9575689
PRESIDENTE PRUDENTE,1,170,E. M. ANTÔNIO MOREIRA LIMA,-22.1611826,-51.4550199
PRESIDENTE PRUDENTE,1,180,E.E.  PROF.  PLACÍDIO BRAGA NOGUEIRA,-22.1390421,-51.3756213
DRACENA,1,3,EMEFI JOAO VENDRAMINI,-21.4832305,-51.5344182
DRACENA,1,10,EE ENG ISAC PEREIRA GARCEZ,-21.4844021,-51.5313189
DRACENA,1,40,EMEFI PROFA LUIZA ROSSA RIBEIRO,-21.4872018,-51.5460907
MARÍLIA,1,48,E.E. PROF ANTONIO REGINATO,-22.1809221,-49.9602274
PRESIDENTE PRUDENTE,1,217,E. E. DR. MARREY JUNIOR,-22.1068185,-51.3966115
PRESIDENTE PRUDENTE,1,139,E. E. PROFº HUGO MIELE,-22.1120854,-51.3923448
PRESIDENTE PRUDENTE,1,27,E. E. FERNANDO COSTA,-22.1204416,-51.3881245
MARÍLIA,1,5, E.E. PROFª WANDA HELENA TOPPAN NOGUEIRA,-22.1886052,-49.9290144
PRESIDENTE PRUDENTE,1,219,FATEC. - PRESIDENTE PRUDENTE,-22.1394318,-51.3843645
LUCÉLIA,1,61,EMEF PROF CARLOS BUENO,-1.0,-1.0
PRESIDENTE PRUDENTE,1,62,E.E. MARIA LUIZA FORMOZINHO RIBEIRO,-22.1223496,-51.400154
MARÍLIA,1,67,EE GABRIEL MONTEIRO DA SILVA,-22.2157852,-49.9542383
MARÍLIA,1,432,EMEI BEM TE VI,-22.2618636,-49.92511
PRESIDENTE PRUDENTE,1,113,E.M.  PROFª.  FRANCISCA ALMEIDA GOES BRANDÃO,-22.1334779,-51.4007175
PRESIDENTE PRUDENTE,1,397,E. E. TEOFILO GONZAGA DA SANTA CRUZ,-22.0842638,-51.3972269
PRESIDENTE PRUDENTE,1,350,E. M. PROFª ROSY ODETTY RORIZ BRANDÃO,-22.095902,-51.4037982
OSVALDO CRUZ,1,28,COLÉGIO APOLO,-21.7991197,-50.8734154
MARÍLIA,1,226,EMEF. PROFº OLÍMPIO CRUZ,-22.1549922,-49.9651432
MARÍLIA,1,209, EMEF. PROFº AMÉRICO CAPELOZZA,-22.1821404,-49.9545302
TUPÃ,1,27,EE. JOAQUIM ABARCA,-21.9249798,-50.5229554
PRESIDENTE PRUDENTE,1,137,E.E.  PROFª FÁTIMA APARECIDA COSTA FALCON,-22.1179737,-51.4336978
MARÍLIA,1,206,EE PADRE JOÃO WALFREDO ROTHERMUND,-22.2504174,-49.936468
MARÍLIA,1,57,EE PROF. BALTAZAR DE GODOY MOREIRA,-22.2015503,-49.9591456
MARÍLIA,1,330,EMEF PROFª  MYRTHES PUPO DE NEGREIROS,-22.2401977,-49.9292408
ADAMANTINA,1,84,ETE PROFESSOR EUDÉCIO LUIZ VICENTE,-21.6780524,-51.0694713
PRESIDENTE PRUDENTE,1,410,E.M. PROFª ELIANE TADIOTTO DE ARAUJO,-22.0792295,-51.3816971
DRACENA,1,31,EE PROFA JULIETA GUEDES DE MENDONCA,-21.4935667,-51.5381708
PARAPUÃ,1,33,EE DE PARAPUA,-21.778316,-50.7940589
MARÍLIA,1,422,EMEI BRANCA DE NEVE,-22.1558824,-50.00883
PRESIDENTE PRUDENTE,1,260,COLÉGIO ANGLO PRUDENTINO,-22.1300136,-51.4088415
TUPÃ,1,159,EMEF. GOVERNADOR MÁRIO COVAS,-21.9443228,-50.4919288
TUPÃ,1,130,EMEF. PROF. JOÃO GERALDO IORI,-21.9319082,-50.4908439
ADAMANTINA,1,105,FACULDADES  ADAMANTINENSES INTEGRADAS - CAMPUS I,-21.6856842,-51.0798299
DRACENA,1,77,E.E ALFREDO MACHADO,-21.4906607,-51.5537528
TUPÃ,1,23,EE. JOAQUIM ABARCA,-21.9249798,-50.5229554
MARÍLIA,1,53,E.E. PROF ANTONIO REGINATO,-22.1809221,-49.9602274
MARÍLIA,1,237,EMEF. GOVERNADOR MÁRIO COVAS ,-22.1648765,-49.9749085
TUPÃ,1,22,EE. ÍNDIA VANUIRE,-21.9350893,-50.5169581
DRACENA,1,75,COLÉGIO DASK,-21.4898718,-51.5223318
TUPÃ,1,78,EE. JOAQUIM ABARCA,-21.9249798,-50.5229554
ADAMANTINA,1,38,EMEF. NAVARRO DE ANDRADE,-21.6891015,-51.0798656
MARÍLIA,1,358,EE PROF. ANTÔNIO GOMES DE OLIVEIRA,-22.2079766,-49.9592632
MARÍLIA,1,348,EMEF PROFª  MYRTHES PUPO DE NEGREIROS,-22.2401977,-49.9292408
LUCÉLIA,1,16,EMEF PROFA MARIA DO CARMO DE MENEZES MENDONCA,-1.0,-1.0
DRACENA,1,17,FADRA,-21.4863311,-51.5280478
DRACENA,1,64,ESCOLA TÉCNICA CEP/UME,-21.4858446,-51.5317264
MARÍLIA,1,147, EE. PROFª REIKO UEMURA TSUNOKAWA,-22.1718078,-49.9582154
MARÍLIA,1,200,EMEI. FAVO DE MEL,-22.1892156,-49.953003
RANCHARIA,1,44,EM. DONA MILOCA,-22.2309771,-50.8993541
MARÍLIA,1,387,COLÉGIO DR. BEZERRA DE MENEZES,-22.2104647,-49.9592914
MARÍLIA,1,93,E.E. ANTONIO AUGUSTO NETTO,-22.2395782,-49.9246842
DRACENA,1,20,FADRA,-21.4863311,-51.5280478
PRESIDENTE PRUDENTE,1,300,E. M. DR. JOÃO FRANCO DE GODOY,-22.1136855,-51.3963995
RANCHARIA,1,27,EE. DR. BENEDITO MARTINS BARBOSA,-22.2263605,-50.8905838
RANCHARIA,1,52,EE. DR. BENEDITO MARTINS BARBOSA,-22.2263605,-50.8905838
RANCHARIA,1,14,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS,-22.2279013,-50.8937046
MARÍLIA,1,96, E.E. PROFª MARIA CECÍLIA FERRAZ DE FREITAS ,-22.2458311,-49.927021
ADAMANTINA,1,34,EMEF. PROFESSORA TERUYO KIKUTA,-21.683468,-51.0678073
MARÍLIA,1,297,EE DR. LOURENÇO DE ALMEIDA SENNE,-22.1955906,-49.962607
MARÍLIA,1,172,EE ABEL AUGUSTO FRAGATA,-22.2231821,-49.9606052
MARÍLIA,1,92,EE JOSÉ ALFREDO DE ALMEIDA,-22.2421679,-49.9311115
PRESIDENTE PRUDENTE,1,7,E.E.  PROFª MARIA LUÍZA BASTOS,-22.132292,-51.4059708
PRESIDENTE PRUDENTE,1,324,E. M. PROFª JURACI MENESES PERALTA,-22.0868608,-51.3973765
TUPÃ,1,38,EE. ÍNDIA VANUIRE,-21.9350893,-50.5169581
OSVALDO CRUZ,1,11,ETEC AMIM JUNDI,-21.7914906,-50.8765847
OSVALDO CRUZ,1,71,ETEC AMIM JUNDI,-21.7914906,-50.8765847
