NM_MUNICIPIO,NR_TURNO,NR_SECAO,NM_LOCAL_VOTACAO,NR_LATITUDE,NR_LONGITUDE
OSVALDO CRUZ,1,17,EMEFI DOUTOR GETULIO VARGAS,-21.7999407,-50.8724599
DRACENA,1,22,FADRA,-21.4863311,-51.5280478
PRESIDENTE PRUDENTE,1,98,E. M. PROFª CATARINA MARTINS ARTERO,-22.1098776,-51.3813273
PRESIDENTE PRUDENTE,1,273,CENTRO EDUCACIONAL SESI 423,-22.1334065,-51.4490591
MARÍLIA,1,110,E.E. PROFª RUTH MAMEDE DE GODOY ,-21.9965033,-49.977764
DRACENA,1,18,FADRA,-21.4863311,-51.5280478
MARÍLIA,1,38,E.E. PROF ANTONIO DE BAPTISTA,-22.1891408,-49.9575689
MARÍLIA,1,125,E.E. PROFª AMÉLIA LOPES ANDERS ,-22.1691793,-49.971775
DRACENA,1,15,EE ENG ISAC PEREIRA GARCEZ,-21.4844021,-51.5313189
MARÍLIA,1,427,EMEFEI - CHICO XAVIER,-22.2369283,-49.9786711
PRESIDENTE PRUDENTE,1,380,E. E. PROFº ARLINDO FANTINI,-22.1093764,-51.4110335
MARÍLIA,1,249,EE PROF CARLOTA DE NEGREIROS ROCHA,-22.224271,-49.9412177
PRESIDENTE PRUDENTE,1,259,E. E. DR. MARREY JUNIOR,-22.1068185,-51.3966115
MARÍLIA,1,261,COLÉGIO INTERAÇÃO,-22.2217354,-49.9431091
MARÍLIA,1,429,EMEI CLARA LUZ,-22.1642199,-50.013465
PRESIDENTE PRUDENTE,1,44,E.E. MONSENHOR SARRION,-22.1337902,-51.3914742
PRESIDENTE PRUDENTE,1,124,E.E. CLOTILDE VEIGA DE BARROS,-22.14686,-51.3862251
PRESIDENTE PRUDENTE,1,161,E.E.  PROFª FÁTIMA APARECIDA COSTA FALCON,-22.1179737,-51.4336978
TUPÃ,1,164,EMEF. PROF. JOÃO GERALDO IORI,-21.9319082,-50.4908439
MARÍLIA,1,100, E.E. PROFª MARIA CECÍLIA FERRAZ DE FREITAS ,-22.2458311,-49.927021
ADAMANTINA,1,99,ETE PROFESSOR EUDÉCIO LUIZ VICENTE,-21.6780524,-51.0694713
RANCHARIA,1,93,E.M LÁZARA NOGUEIRA SEVERO LINS,-22.2279879,-50.9126736
OSVALDO CRUZ,1,29,COLÉGIO APOLO,-21.7991197,-50.8734154
PRESIDENTE PRUDENTE,1,122,CENTRO EDUCACIONAL SESI 423,-22.1334065,-51.4490591
MARÍLIA,1,153,EMEF. PROFº OLÍMPIO CRUZ,-22.1549922,-49.9651432
RANCHARIA,1,152,E.M LÁZARA NOGUEIRA SEVERO LINS,-22.2279879,-50.9126736
MARÍLIA,1,32,E.E. PROFº BENITO MARTINELLI,-22.1519235,-49.961232
DRACENA,1,45,EMEFI AMADOR FRANCO DA SILVEIRA,-21.5140562,-51.6167994
MARÍLIA,1,149, E.E. PROFª WANDA HELENA TOPPAN NOGUEIRA,-22.1886052,-49.9290144
MARÍLIA,1,158,E.E. PROF NELSON CABRINI,-22.2392815,-49.9175064
PRESIDENTE PRUDENTE,1,221,E. M. ANTÔNIO MOREIRA LIMA,-22.1611826,-51.4550199
RANCHARIA,1,31,EE. DR. BENEDITO MARTINS BARBOSA,-22.2263605,-50.8905838
MARÍLIA,1,269,EMEF PROFª  MYRTHES PUPO DE NEGREIROS,-22.2401977,-49.9292408
RANCHARIA,1,98,E.M LÁZARA NOGUEIRA SEVERO LINS,-22.2279879,-50.9126736
ADAMANTINA,1,29,EMEF. PROFESSORA TERUYO KIKUTA,-21.683468,-51.0678073
MARÍLIA,1,308,EE PROF. ANTÔNIO GOMES DE OLIVEIRA,-22.2079766,-49.9592632
TUPÃ,1,96,EE. MAESTRO NELSON DE CASTRO,-21.9428371,-50.5225869
MARÍLIA,1,401,EE PROF. ANTÔNIO GOMES DE OLIVEIRA,-22.2079766,-49.9592632
ADAMANTINA,1,42,EMEF. NAVARRO DE ANDRADE,-21.6891015,-51.0798656
PRESIDENTE PRUDENTE,1,224,E.M. PADRE EMÍLIO BECKER,-22.1279469,-51.3782482
MARÍLIA,1,161,E.E. DR. WALDEMAR MONIZ DA ROCHA BARROS ,-22.2032502,-49.9489875
MARÍLIA,1,50,EE PROF. BALTAZAR DE GODOY MOREIRA,-22.2015503,-49.9591456
TUPÃ,1,150,EE .PROF. IRENE RESINA MIGLIORUCCI,-21.9303421,-50.4944143
PRESIDENTE PRUDENTE,1,310,E. M. PROFª JURACI MENESES PERALTA,-22.0868608,-51.3973765
TUPÃ,1,123,EE. MAESTRO NELSON DE CASTRO,-21.9428371,-50.5225869
PRESIDENTE PRUDENTE,1,114,TOLEDO PRUDENTE CENTRO UNIVERSITÁRIO - BLOCO 01,-22.1142343,-51.3760963
PRESIDENTE PRUDENTE,1,245,E. E. DR. MARREY JUNIOR,-22.1068185,-51.3966115
MARÍLIA,1,340,EMEF PROFª  GERALDA CESAR VILARDI,-22.2153217,-49.9768754
PRESIDENTE PRUDENTE,1,291,E. E.  COMENDADOR TANNEL ABBUD,-22.1149986,-51.3763971
DRACENA,1,21,FADRA,-21.4863311,-51.5280478
OSVALDO CRUZ,1,93,SESI,-21.8008372,-50.8839758
TUPÃ,1,29,EE. PROF. HELENA PAVANELLI PORTO,-21.9387273,-50.5131266
TUPÃ,1,127,EE .PROF. IRENE RESINA MIGLIORUCCI,-21.9303421,-50.4944143
MARÍLIA,1,154,E.E. PROFª AMÉLIA LOPES ANDERS ,-22.1691793,-49.971775
PRESIDENTE PRUDENTE,1,189,TOLEDO PRUDENTE CENTRO UNIVERSITÁRIO - BLOCO 01,-22.1142343,-51.3760963
TUPÃ,1,1,EE. ÍNDIA VANUIRE,-21.9350893,-50.5169581
PRESIDENTE PRUDENTE,1,162,COLÉGIO ÁTOMO,-22.1234485,-51.4197442
ADAMANTINA,1,11,EE. PROFESSORA FLEURIDES CAVALLINI MENECHINO,-21.6930535,-51.0701944
MARÍLIA,1,238,COLÉGIO CRISTO REI,-22.2077714,-49.9403623
PRESIDENTE PRUDENTE,1,393,COLÉGIO COOPERATIVO,-22.0941292,-51.4273353
PRESIDENTE PRUDENTE,1,348,E. M. CEL. JOSÉ SOARES MARCONDES,-22.1196413,-51.3838301
RANCHARIA,1,53,EM. DONA MILOCA,-22.2309771,-50.8993541
MARÍLIA,1,187,EMEI. CIRANDA CIRANDINHA,-22.1893749,-49.9568886
PRESIDENTE PRUDENTE,1,149,E.E.  PROF.  PLACÍDIO BRAGA NOGUEIRA,-22.1390421,-51.3756213
MARÍLIA,1,118,CEEJA - PROF. SEBASTIANA ULIAN PESSINE,-22.2224334,-49.95046
PRESIDENTE PRUDENTE,1,254,E. E. PROFº ARLINDO FANTINI,-22.1093764,-51.4110335
PRESIDENTE PRUDENTE,1,396,E.M. PROFª ELIANE TADIOTTO DE ARAUJO,-22.0792295,-51.3816971
PRESIDENTE PRUDENTE,1,129,E.M.  PROFª.  FRANCISCA ALMEIDA GOES BRANDÃO,-22.1334779,-51.4007175
PRESIDENTE PRUDENTE,1,201,E.E. FLORIVALDO LEAL,-22.1292137,-51.3941376
OSVALDO CRUZ,1,90,SESI,-21.8008372,-50.8839758
MARÍLIA,1,251,COLÉGIO CRISTO REI,-22.2077714,-49.9403623
PARAPUÃ,1,41,EMEF PROFESSORA ZIZI PEREIRA DE SOUZA,-21.782315,-50.7888623
MARÍLIA,1,313,EMEF PROF PAULO REGLUS NEVES FREIRE,-22.2517657,-49.9408542
MARÍLIA,1,416,EMEI SAMBALELÊ,-22.2451746,-49.9345686
MARÍLIA,1,199,EMEI. PROFª LEDA APPARECIDA MARTINS CASADEI ,-22.1782177,-49.9642349
PRESIDENTE PRUDENTE,1,116,E.M.  JOÃO SEBASTIÃO LISBOA,-22.1223398,-51.4003314
MARÍLIA,1,374,EE GEÓGRAFA EMICO MATSUMOTO,-22.253256,-49.9271483
TUPÃ,1,128,EMEF. GOVERNADOR MÁRIO COVAS,-21.9443228,-50.4919288
DRACENA,1,94,FACULDADE DE DRACENA - FAD/UNIESP,-1.0,-1.0
RANCHARIA,1,36,EM. DONA MILOCA,-22.2309771,-50.8993541
PRESIDENTE PRUDENTE,1,195,E.E.  PROF. MIGUEL OMAR BARRETO,-22.1334587,-51.4383791
PARAPUÃ,1,31,EE DE PARAPUA,-21.778316,-50.7940589
PRESIDENTE PRUDENTE,1,28,E.M. PROF. JOSÉ CARLOS JOÃO,-22.1422103,-51.391758
PRESIDENTE PRUDENTE,1,80,E.E. PROFª. MIRELLA PESCE DESIDERE,-22.1100781,-51.429227
MARÍLIA,1,135,EE. PROFA. SYLVIA RIBEIRO DE CARVALHO,-22.2569532,-49.9294537
PRESIDENTE PRUDENTE,1,322,E. M.  ROSANA NEGRÃO FREITAS DOS SANTOS,-22.0834271,-51.4316456
PRESIDENTE PRUDENTE,1,112,FACULDADE DE CIÊNCIAS E TECNOLOGIA - UNESP,-22.1203305,-51.4058142
PRESIDENTE PRUDENTE,1,174,E. M.  PROFª ALAYDE TORTORELLA FARIA MOTTA,-22.1449412,-51.3827502
PRESIDENTE PRUDENTE,1,48,E.E. MONSENHOR SARRION,-22.1337902,-51.3914742
DRACENA,1,38,EMEFI PROFA LUIZA ROSSA RIBEIRO,-21.4872018,-51.5460907
ADAMANTINA,1,79,EMEF. NAVARRO DE ANDRADE,-21.6891015,-51.0798656
PRESIDENTE PRUDENTE,1,121,E. M. DR. JOÃO FRANCO DE GODOY,-22.1136855,-51.3963995
PRESIDENTE PRUDENTE,1,288,E. M. RUI CARLOS VIEIRA BERBERT,-22.0860719,-51.3819163
MARÍLIA,1,52,EE PROF. BALTAZAR DE GODOY MOREIRA,-22.2015503,-49.9591456
LUCÉLIA,1,19,EMEF PROFA MARIA DO CARMO DE MENEZES MENDONCA,-1.0,-1.0
ADAMANTINA,1,40,EMEF. NAVARRO DE ANDRADE,-21.6891015,-51.0798656
TUPÃ,1,5,EE. ÍNDIA VANUIRE,-21.9350893,-50.5169581
PRESIDENTE PRUDENTE,1,412,APAE DE PRESIDENTE PRUDENTE,-22.1121552,-51.4111213
TUPÃ,1,61,EE. JOÃO BREDIKS,-22.0807268,-50.5385296
MARÍLIA,1,266,EMEF PROF PAULO REGLUS NEVES FREIRE,-22.2517657,-49.9408542
TUPÃ,1,132,EE. ÍNDIA VANUIRE,-21.9350893,-50.5169581
RANCHARIA,1,73,EE. PROF. MARIO FIORANTE,-22.2301281,-50.9061034
PRESIDENTE PRUDENTE,1,395,COLÉGIO COOPERATIVO,-22.0941292,-51.4273353
PARAPUÃ,1,38,EMEF PROFESSORA ZIZI PEREIRA DE SOUZA,-21.782315,-50.7888623
MARÍLIA,1,253,EMEF ROBERTO CAETANO CIMINO,-22.1629709,-49.9453475
MARÍLIA,1,285,EE DR. LOURENÇO DE ALMEIDA SENNE,-22.1955906,-49.962607
DRACENA,1,84,FADRA,-21.4863311,-51.5280478
PRESIDENTE PRUDENTE,1,133,E.E.  PROFª FÁTIMA APARECIDA COSTA FALCON,-22.1179737,-51.4336978
PRESIDENTE PRUDENTE,1,167,E.E.  PROFª FÁTIMA APARECIDA COSTA FALCON,-22.1179737,-51.4336978
MARÍLIA,1,66,E.E. PROF GERALDO ZANCOPÉ ,-22.196621,-49.9560244
MARÍLIA,1,354,EE MARIA ISABEL SAMPAIO VIDAL - DISTR. PADRE NÓBREGA,-22.1559696,-50.0083248
MARÍLIA,1,132,EE. PROFA. SYLVIA RIBEIRO DE CARVALHO,-22.2569532,-49.9294537
TUPÃ,1,69,EE.  PROF. ESTHER VERIS CERPE,-21.9314332,-50.5213298
RANCHARIA,1,61,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS,-22.2279013,-50.8937046
MARÍLIA,1,127,EE. PROFA. ORACINA CORREA DE MORAES RODINE,-22.2025579,-49.9681609
RANCHARIA,1,67,EMEFEI. CARLOS BUENO DE TOLEDO,-22.6262523,-50.9066885
MARÍLIA,1,248,EE DR. LOURENÇO DE ALMEIDA SENNE,-22.1955906,-49.962607
PRESIDENTE PRUDENTE,1,83,E.E. PROF. JOEL ANTÔNIO DE LIMA GENÉSIO,-22.1142667,-51.4263585
PRESIDENTE PRUDENTE,1,37,E.E. MONSENHOR SARRION,-22.1337902,-51.3914742
PRESIDENTE PRUDENTE,1,31,E.E. MONSENHOR SARRION,-22.1337902,-51.3914742
PRESIDENTE PRUDENTE,1,34,COLÉGIO CHAMPAGNAT,-22.1177263,-51.390203
PRESIDENTE PRUDENTE,1,355,E. M. PROFª ROSY ODETTY RORIZ BRANDÃO,-22.095902,-51.4037982
ADAMANTINA,1,88,EMEF. NAVARRO DE ANDRADE,-21.6891015,-51.0798656
MARÍLIA,1,318,COLÉGIO INTERAÇÃO,-22.2217354,-49.9431091
TUPÃ,1,68,EE.  PROF. ESTHER VERIS CERPE,-21.9314332,-50.5213298
MARÍLIA,1,334,EMEFEI - CHICO XAVIER,-22.2369283,-49.9786711
MARÍLIA,1,2, E.E. PROFª WANDA HELENA TOPPAN NOGUEIRA,-22.1886052,-49.9290144
PRESIDENTE PRUDENTE,1,336,E. E. PROFª ANNA ANTONIO,-22.0913914,-51.3863442
PRESIDENTE PRUDENTE,1,376,COLÉGIO COOPERATIVO,-22.0941292,-51.4273353
PRESIDENTE PRUDENTE,1,200,COLÉGIO CRISTO REI,-22.1201108,-51.3886873
MARÍLIA,1,3,EE ABEL AUGUSTO FRAGATA,-22.2231821,-49.9606052
MARÍLIA,1,182,EE PROF. BALTAZAR DE GODOY MOREIRA,-22.2015503,-49.9591456
MARÍLIA,1,2,EE ABEL AUGUSTO FRAGATA,-22.2231821,-49.9606052
MARÍLIA,1,278,EMEF ROBERTO CAETANO CIMINO,-22.1629709,-49.9453475
TUPÃ,1,40,EE. PROF. SEBASTIÃO TEIXEIRA PINTO,-21.9384359,-50.5053357
PRESIDENTE PRUDENTE,1,367,E. E. PROFª ANNA ANTONIO,-22.0913914,-51.3863442
ADAMANTINA,1,95,EE. PROFESSORA FLEURIDES CAVALLINI MENECHINO,-21.6930535,-51.0701944
PRESIDENTE PRUDENTE,1,335,E. M. PROFª ODETTE DUARTE DA COSTA,-22.0769186,-51.3613254
PRESIDENTE PRUDENTE,1,110,FACULDADE DE CIÊNCIAS E TECNOLOGIA - UNESP,-22.1203305,-51.4058142
TUPÃ,1,100,ETE. PROF.  MASSUYUKI KAWANO,-21.9388465,-50.5267171
LUCÉLIA,1,66,EMEF PROF CARLOS BUENO,-1.0,-1.0
MARÍLIA,1,138,EE. PROFA. SYLVIA RIBEIRO DE CARVALHO,-22.2569532,-49.9294537
MARÍLIA,1,367,EE. PROFA. NEUZA MARIA MARANA FEIJÃO - DISTR. LÁCIO,-22.2223439,-49.8887664
PRESIDENTE PRUDENTE,1,128,E.E.  PROFª MARIA LUÍZA BASTOS,-22.132292,-51.4059708
ADAMANTINA,1,107,ETE PROFESSOR EUDÉCIO LUIZ VICENTE,-21.6780524,-51.0694713
PRESIDENTE PRUDENTE,1,363,E. M.  ROSANA NEGRÃO FREITAS DOS SANTOS,-22.0834271,-51.4316456
MARÍLIA,1,409,EMEI BRANCA DE NEVE,-22.1558824,-50.00883
RANCHARIA,1,151,EE. PROF. MARIO FIORANTE,-22.2301281,-50.9061034
PRESIDENTE PRUDENTE,1,156,E. M. ANTÔNIO MOREIRA LIMA,-22.1611826,-51.4550199
PRESIDENTE PRUDENTE,1,89,E. M. CEL. JOSÉ SOARES MARCONDES,-22.1196413,-51.3838301
PRESIDENTE PRUDENTE,1,202,COLÉGIO CRIARTE,-22.141545,-51.3891683
PRESIDENTE PRUDENTE,1,349,TOLEDO PRUDENTE CENTRO UNIVERSITÁRIO - BLOCO 01,-22.1142343,-51.3760963
MARÍLIA,1,59, EMEF. PROFº AMÉRICO CAPELOZZA,-22.1821404,-49.9545302
MARÍLIA,1,82,E.E. PROF AMILCARE MATTEI,-22.2103362,-49.9373812
MARÍLIA,1,48,EE PROF. BALTAZAR DE GODOY MOREIRA,-22.2015503,-49.9591456
MARÍLIA,1,43,E.E. PROF ANTONIO DE BAPTISTA,-22.1891408,-49.9575689
MARÍLIA,1,122,E.E. PROFª MARIA STELLA CERQUEIRA CÉSAR,-22.191186,-49.9538684
MARÍLIA,1,254,EMEI. FAVO DE MEL,-22.1892156,-49.953003
MARÍLIA,1,423,EMEF PROF. NELSON GABALDI,-22.2205414,-49.9722993
PRESIDENTE PRUDENTE,1,45,E.E. MONSENHOR SARRION,-22.1337902,-51.3914742
MARÍLIA,1,49,EE PROF. BALTAZAR DE GODOY MOREIRA,-22.2015503,-49.9591456
OSVALDO CRUZ,1,25,COLÉGIO APOLO,-21.7991197,-50.8734154
MARÍLIA,1,287,COLÉGIO CRIATIVO ,-22.2277428,-49.9257227
MARÍLIA,1,284,EMEF. PROFº OLÍMPIO CRUZ,-22.1549922,-49.9651432
DRACENA,1,70,COLÉGIO DASK,-21.4898718,-51.5223318
RANCHARIA,1,62,EE. DOM ANTONIO JOSÉ DOS SANTOS,-22.2280026,-50.8917407
PRESIDENTE PRUDENTE,1,141,E. E. PROFº HUGO MIELE,-22.1120854,-51.3923448
MARÍLIA,1,363,EMEI CRECHE - PINGO DE GENTE,-22.2399353,-49.9342782
MARÍLIA,1,15,INSTITUTO DAS APÓSTOLAS SAGRADO CORAÇÃO DE JESUS,-22.2132291,-49.9478041
MARÍLIA,1,88,E.E. ANTONIO AUGUSTO NETTO,-22.2395782,-49.9246842
MARÍLIA,1,279, EMEF. PROFª RENY PEREIRA CORDEIRO,-22.2381417,-49.9154975
PRESIDENTE PRUDENTE,1,30,E. E. FERNANDO COSTA,-22.1204416,-51.3881245
MARÍLIA,1,6,UNIDADE DE SAÚDE DA FAMILIA ,-22.1336093,-49.9138883
MARÍLIA,1,158,EMEF  PROF. ANTÔNIO GARCIA EGEA - DISTR. AMADEU AMARAL,-22.3478628,-50.0470247
LUCÉLIA,1,31,EMEF PROFA MARIA DO CARMO DE MENEZES MENDONCA,-1.0,-1.0
TUPÃ,1,87,EE. JOAQUIM ABARCA,-21.9249798,-50.5229554
MARÍLIA,1,228,CEEJA - PROF. SEBASTIANA ULIAN PESSINE,-22.2224334,-49.95046
TUPÃ,1,26,EE. JOAQUIM ABARCA,-21.9249798,-50.5229554
TUPÃ,1,122,EMEF. GOVERNADOR MÁRIO COVAS,-21.9443228,-50.4919288
MARÍLIA,1,171,E.E. PROFª MARIA STELLA CERQUEIRA CÉSAR,-22.191186,-49.9538684
MARÍLIA,1,190,E.E. PROF NELSON CABRINI,-22.2392815,-49.9175064
OSVALDO CRUZ,1,21,EMEFI DOUTOR GETULIO VARGAS,-21.7999407,-50.8724599
TUPÃ,1,177,EMEF. PROF. ODINIR MAGNANI,-21.9215103,-50.5308818
MARÍLIA,1,94,E.E. ANTONIO AUGUSTO NETTO,-22.2395782,-49.9246842
MARÍLIA,1,36,E.E. PROFº BENITO MARTINELLI,-22.1519235,-49.961232
PRESIDENTE PRUDENTE,1,227,E.M. IVO GARRIDO,-22.1024443,-51.433478
MARÍLIA,1,131,EE. PROFA. SYLVIA RIBEIRO DE CARVALHO,-22.2569532,-49.9294537
MARÍLIA,1,300,EMEF PROF. ANTÔNIO MORAL,-22.2609965,-49.9285282
PRESIDENTE PRUDENTE,1,266,COLÉGIO ANGLO PRUDENTINO,-22.1300136,-51.4088415
PRESIDENTE PRUDENTE,1,46,E.E. MONSENHOR SARRION,-22.1337902,-51.3914742
PRESIDENTE PRUDENTE,1,113,TOLEDO PRUDENTE CENTRO UNIVERSITÁRIO - BLOCO 01,-22.1142343,-51.3760963
PRESIDENTE PRUDENTE,1,258,E. E. PROFº ARLINDO FANTINI,-22.1093764,-51.4110335
MARÍLIA,1,320,EMEF PROFª  MYRTHES PUPO DE NEGREIROS,-22.2401977,-49.9292408
LUCÉLIA,1,15,EMEF.  PROFA SOLEDADE DOMINGUES IGLESIA,-1.0,-1.0
LUCÉLIA,1,10,EE JOSE FIRPO,-1.0,-1.0
MARÍLIA,1,219,EE MARIA ISABEL SAMPAIO VIDAL - DISTR. PADRE NÓBREGA,-22.1559696,-50.0083248
DRACENA,1,1,EMEFI JOAO VENDRAMINI,-21.4832305,-51.5344182
PRESIDENTE PRUDENTE,1,186,COLÉGIO CRISTO REI,-22.1201108,-51.3886873
PRESIDENTE PRUDENTE,1,299,E. E. FERNANDO COSTA,-22.1204416,-51.3881245
PRESIDENTE PRUDENTE,1,404,E. M. DEP. CARLOS CASTILHO CABRAL,-22.0992138,-51.3932933
MARÍLIA,1,345,EMEFEI - CHICO XAVIER,-22.2369283,-49.9786711
MARÍLIA,1,162,EE. PROFA. NEUZA MARIA MARANA FEIJÃO - DISTR. LÁCIO,-22.2223439,-49.8887664
PRESIDENTE PRUDENTE,1,117,CENTRO EDUCACIONAL SESI 423,-22.1334065,-51.4490591
MARÍLIA,1,260,COLÉGIO ÁGUA VIVA,-22.2331943,-49.9362083
RANCHARIA,1,89,EE. JOSÉ GIORGI,-22.2272722,-50.8834943
MARÍLIA,1,64,E.E. PROF GERALDO ZANCOPÉ ,-22.196621,-49.9560244
MARÍLIA,1,93,EE JOSÉ ALFREDO DE ALMEIDA,-22.2421679,-49.9311115
PRESIDENTE PRUDENTE,1,71,FACULDADE DE CIÊNCIAS E TECNOLOGIA - UNESP,-22.1203305,-51.4058142
PRESIDENTE PRUDENTE,1,343,CENTRO DE EDUCAÇÃO INTEGRAL CIDADE ESCOLA JOSÉ CARLOS PIMENTA,-22.1145348,-51.405466
ADAMANTINA,1,67,EE. PROFESSORA FLEURIDES CAVALLINI MENECHINO,-21.6930535,-51.0701944
MARÍLIA,1,91,EE JOSÉ ALFREDO DE ALMEIDA,-22.2421679,-49.9311115
MARÍLIA,1,70,EE GABRIEL MONTEIRO DA SILVA,-22.2157852,-49.9542383
PRESIDENTE PRUDENTE,1,138,E. E. PROFº HUGO MIELE,-22.1120854,-51.3923448
MARÍLIA,1,69,E.E. PROF GERALDO ZANCOPÉ ,-22.196621,-49.9560244
MARÍLIA,1,173,EE PROF. ANTÔNIO GOMES DE OLIVEIRA,-22.2079766,-49.9592632
ADAMANTINA,1,21,EE. HELEN KELLER,-21.6924798,-51.069082
ADAMANTINA,1,31,EMEF. PROFESSORA TERUYO KIKUTA,-21.683468,-51.0678073
PRESIDENTE PRUDENTE,1,241,E.M. IVO GARRIDO,-22.1024443,-51.433478
PRESIDENTE PRUDENTE,1,232,E.M. PADRE EMÍLIO BECKER,-22.1279469,-51.3782482
OSVALDO CRUZ,1,126,SESI,-21.8008372,-50.8839758
MARÍLIA,1,75,EE GABRIEL MONTEIRO DA SILVA,-22.2157852,-49.9542383
PRESIDENTE PRUDENTE,1,307,E. E. VEREADOR PEDRO TÓFANO,-22.0512891,-51.3471971
DRACENA,1,91,COLÉGIO DASK,-21.4898718,-51.5223318
MARÍLIA,1,193,EE. PROFA. ORACINA CORREA DE MORAES RODINE,-22.2025579,-49.9681609
PRESIDENTE PRUDENTE,1,126,E. M. DR. JOÃO FRANCO DE GODOY,-22.1136855,-51.3963995
MARÍLIA,1,262,EE GEÓGRAFA EMICO MATSUMOTO,-22.253256,-49.9271483
MARÍLIA,1,295,EMEF PROFª  MYRTHES PUPO DE NEGREIROS,-22.2401977,-49.9292408
MARÍLIA,1,70,E.E. PROF AMILCARE MATTEI,-22.2103362,-49.9373812
TUPÃ,1,2,EE. ÍNDIA VANUIRE,-21.9350893,-50.5169581
DRACENA,1,96,ESCOLA TÉCNICA CEP/UME,-21.4858446,-51.5317264
PRESIDENTE PRUDENTE,1,267,CENTRO EDUCACIONAL SESI 423,-22.1334065,-51.4490591
MARÍLIA,1,118,EE. BENTO DE ABREU SAMPAIO VIDAL,-22.2106909,-49.9343945
PRESIDENTE PRUDENTE,1,101,E. M. PROFª CATARINA MARTINS ARTERO,-22.1098776,-51.3813273
TUPÃ,1,18,EE. DR. LÉLIO TOLEDO  PIZA E ALMEIDA,-21.9385669,-50.5163101
MARÍLIA,1,279,EMEF PROFª  MYRTHES PUPO DE NEGREIROS,-22.2401977,-49.9292408
MARÍLIA,1,337,EE GEÓGRAFA EMICO MATSUMOTO,-22.253256,-49.9271483
PRESIDENTE PRUDENTE,1,298,TOLEDO PRUDENTE CENTRO UNIVERSITÁRIO - BLOCO 01,-22.1142343,-51.3760963
PRESIDENTE PRUDENTE,1,184,E. E. FERNANDO COSTA,-22.1204416,-51.3881245
PRESIDENTE PRUDENTE,1,223,COLÉGIO ANGLO PRUDENTINO,-22.1300136,-51.4088415
MARÍLIA,1,160, EE. PROFª REIKO UEMURA TSUNOKAWA,-22.1718078,-49.9582154
MARÍLIA,1,65,E.E. PROF GERALDO ZANCOPÉ ,-22.196621,-49.9560244
PRESIDENTE PRUDENTE,1,263,COLÉGIO BRAGA MELLO,-22.107037,-51.3978385
OSVALDO CRUZ,1,113,EE PROFA MARIA APARECIDA LOPES,-21.7974634,-50.8955461
PRESIDENTE PRUDENTE,1,209,E.M. PADRE EMÍLIO BECKER,-22.1279469,-51.3782482
PRESIDENTE PRUDENTE,1,55,E.E.  PROFª MARIETTA FERRAZ ASSUMPÇÃO,-22.1387553,-51.3893063
MARÍLIA,1,116,EE. BENTO DE ABREU SAMPAIO VIDAL,-22.2106909,-49.9343945
MARÍLIA,1,321,COLÉGIO DR. BEZERRA DE MENEZES,-22.2104647,-49.9592914
PRESIDENTE PRUDENTE,1,32,COLÉGIO CHAMPAGNAT,-22.1177263,-51.390203
PRESIDENTE PRUDENTE,1,108,E. E.  COMENDADOR TANNEL ABBUD,-22.1149986,-51.3763971
PRESIDENTE PRUDENTE,1,145,E. E. PROFº HUGO MIELE,-22.1120854,-51.3923448
PRESIDENTE PRUDENTE,1,176,E. E. VEREADOR PEDRO TÓFANO,-22.0512891,-51.3471971
MARÍLIA,1,383,EMEF PROF PAULO REGLUS NEVES FREIRE,-22.2517657,-49.9408542
LUCÉLIA,1,12,EE JOSE FIRPO,-1.0,-1.0
MARÍLIA,1,167,EMEF ROBERTO CAETANO CIMINO,-22.1629709,-49.9453475
MARÍLIA,1,216,EMEF. PROFª NICÁCIA GARCIA GIL,-22.246563,-49.9168576
PRESIDENTE PRUDENTE,1,111,CENTRO EDUCACIONAL SESI 423,-22.1334065,-51.4490591
PARAPUÃ,1,35,EE DE PARAPUA,-21.778316,-50.7940589
TUPÃ,1,112,ETE. PROF.  MASSUYUKI KAWANO,-21.9388465,-50.5267171
TUPÃ,1,133,EE. PROF. SEBASTIÃO TEIXEIRA PINTO,-21.9384359,-50.5053357
TUPÃ,1,108,EE. MAESTRO NELSON DE CASTRO,-21.9428371,-50.5225869
PRESIDENTE PRUDENTE,1,261,E. M. RUI CARLOS VIEIRA BERBERT,-22.0860719,-51.3819163
PRESIDENTE PRUDENTE,1,270,E. E. VEREADOR PEDRO TÓFANO,-22.0512891,-51.3471971
PRESIDENTE PRUDENTE,1,334,E. M. PROFº OCYR AZEVEDO,-22.1097216,-51.4125136
TUPÃ,1,116,EE. MAESTRO NELSON DE CASTRO,-21.9428371,-50.5225869
MARÍLIA,1,324,EMEI  DR FERNANDO MAURO,-22.222827,-49.9607248
TUPÃ,1,161,EMEF. GOVERNADOR MÁRIO COVAS,-21.9443228,-50.4919288
MARÍLIA,1,201,EE DR. LOURENÇO DE ALMEIDA SENNE,-22.1955906,-49.962607
MARÍLIA,1,336,EMEF PROF. ANTÔNIO MORAL,-22.2609965,-49.9285282
PRESIDENTE PRUDENTE,1,258,E.E. ORACY MATRICARDI PROF,-22.1529291,-51.4518848
OSVALDO CRUZ,1,105,EE PROFA MARIA APARECIDA LOPES,-21.7974634,-50.8955461
OSVALDO CRUZ,1,63,EE DOM BOSCO,-21.7964924,-50.8799394
